customer_account_no,customer_name,created_on,created_by,updated_on,updated_by,fax_no,sponsor_name,po_box_no,email_address,telephone_no,state,street_no,zone,country,building_no,customer_category_id,unit_no,customer_group_code_id,customer_account_type,status_id,mobile_no,outlet_classification,latitude,outlet_type,department_id,outlet_category,parent_outlet,longtitude,cr_no,contact_person,sponsor_contact_no,area_name,area_name_id,cr_license,guarantee,customer_form,sponsor_id
07-16011,AL SHAJALAL SUPER MARKET,,,,,,,,,5048 2885,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16012,GALAXY FOOD CENTRE,,,,,5531 9181,,,,4486 5574,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-16013,LOCAL COOKIES,,,,,,,,,5013 6000,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-16015,PARK LINE SUPERMARKET,,,,,,,,,3339 9775,DOHA,,70,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kheesa,,,,,
07-16016,AL FOOD BASKET SUPERMARKET,,,,,,,,,5561 0556,DOHA,,70,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kheesa,,,,,
07-16017,ABDUL HAQUE VAN SALE,,,,,,,,,5883 2611,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Salal Ali,,,,,
07-16019,AYAL AL FAREEJ GROCERY,,,,,,,,,3121 9515,DOHA,,70,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kheesa,,,,,
07-2056,AL BADI SUPERMARKET,,,,,,,,,NULL,DOHA,,74,QATAR,,,,,1,1,,,,,3,,,,,AHAMED,,Al Khor,,,,,
07-2058,AL BEDEED SUPERMARKET,,,,,,,,,652622,DOHA,,45,QATAR,,,,,1,1,,,,,3,,,,,DHAHIR,,Old Airport,,,,,
07-2059,AL BUQAA SUPERMARKET,,,,,,,,,644385,DOHA,,90,QATAR,,,,,1,1,,,,,3,,,,,MUSLEEN,,Al Wakrah,,,,,
07-2065,AL FAH SUPERMARKET,,,,,,,,,718217,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,SALAM,,Al Shahaniya,,,,,
07-2066,AL FAIHA GROCERY,,,,,,,,,410436,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,ABDULLA,,Al Mansoura,,,,,
07-2067,AL FAIHA SUPERMARKET,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,MOHD,,Al Mansoura,,,,,
07-2069,AL FAJOR GROCERY,,,,,,,,,602741,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,SEKANDOR,,Industrial Area,,,,,
07-2072,AL FAYZE GROCERY,,,,,,,,,NULL,DOHA,,57,QATAR,,,,,1,1,,,,,3,,,,,YOUSAF,,Industrial Area,,,,,
07-2088,AL JOUHER GROCERY,,,,,,,,,NULL,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,HAMZA,,Al Mansoura,,,,,
07-2090,AL KAABI SUPERMARKET,,,,,,,,,653714,DOHA,,45,QATAR,,,,,2,1,,,,,3,,,,,MOHD,,Old Airport,,,,,
07-2092,AL KAMIS SUPERMARKET,,,,,,,,,721438,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,A. RAHMAN,,Al Khor,,,,,
07-2107,AL MAJD COMPLEX,,,,,,,,,806686,DOHA,,56,QATAR,,,,,1,1,,,,,3,,,,,HASSAN,,Mesaimeer,,,,,
07-2109,AL MALKI FOOD STUFF,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,ISMAIL,,A. BIN THANI,,,,,
07-2111,AL MANSOORI GROCERY,,,,,,,,,426063,DOHA,,25,QATAR,,,,,1,1,,,,,3,,,,,IBRAHIM,,Al Mansoura,,,,,
07-2113,AL MARID SUPERMARKET,,,,,,,,,NULL,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,ABDULLAH,,Fereej Bin Omran,,,,,
07-2120,AL MUTHAR CAFE,,,,,,,,,434792,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,ABDULLA,,Old Salata,,,,,
07-2135,AL RAFA GROCERY,,,,,,,,,883659,DOHA,,35,QATAR,,,,,2,1,,,,,3,,,,,MOHDEEN,,Fereej Kulaib,,,,,
07-2137,AL RAHMAN SUPERMARKET,,,,,,,,,NULL,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,ABDUL RASHID,,New Al Rayyan,,,,,
07-2139,AL RAMAL FOOD STUFF,,,,,,,,,811581,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,ABDUL AZIZ,,New Al Rayyan,,,,,
07-2146,AL SADD SUPERMARKET,,,,,,,,,438605,DOHA,,22,QATAR,,,,,2,1,,,,,3,,,,,MOHD ALI,,Fereej Bin Mahmoud,,,,,
07-2150,AL SALIYA JUICE STALL,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,SOOPY,,Al Montazah,,,,,
07-2308,DALLA GROCERY,,,,,,,,,327605,DOHA,,38,QATAR,,,,,1,1,,,,,3,,,,,SUBAIR,,Al Sadd,,,,,
07-2309,DANA AL KHALEEJ SUPERMARKET,,,,,,,,,449187,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,A. MAJEED,,Najma,,,,,
07-2313,DAYAMSAIF GROCERY,,,,,,,,,353780,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,SALLEM,,NEW DOHA,,,,,
07-2317,DOHA AL KHAR,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,HABIB,,SOFITEL,,,,,
07-2328,EVEREST (I),,,,,,,,,685355,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,MOIDEEN,,New Al Ghanim,,,,,
07-2332,FAHAD FOOD STUFF,,,,,,,,,808914,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,SYED MOHD,,MEAIZAR,,,,,
07-2333,FAHAD GROCERY,,,,,,,,,419634,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,SIDDIQUE,,GULF ROAD,,,,,
07-2338,FAM JUICE STALL,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,ASHRAF,,New Al Ghanim,,,,,
07-2342,FETERIA RESTAURANT,,,,,,,,,NULL,DOHA,,79,QATAR,,,,,1,1,,,,,3,,,,,ABDULLA,,Al Gharrafa,,,,,
07-2354,GOOD MORNING,,,,,,,,,862144,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,MOOZA,,Fereej Bin Omran,,,,,
07-2356,HABSHI GROCERY,,,,,,,,,NULL,DOHA,,96,QATAR,,,,,1,1,,,,,3,,,,,ISMAIL,,Abu Samra,,,,,
07-2357,HABSHI GROCERY,,,,,,,,,361726,DOHA,,6,QATAR,,,,,1,1,,,,,3,,,,,ABDULLAH,,Old Al Ghanim,,,,,
07-2369,HASBA,,,,,,,,,680745,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,OMAR,,Old Murra,,,,,
07-2371,HASHME GROCERY,,,,,,,,,689075,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,MOHD,,New Al Ghanim,,,,,
07-2375,HAWAMEDIA GROCERY,,,,,,,,,NULL,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,ANWAR,,Industrial Area,,,,,
07-2379,HELAL,,,,,,,,,411737,DOHA,,14,QATAR,,,,,1,1,,,,,3,,,,,ALI,,Fereej Abdel Aziz,,,,,
07-2382,HUNAIDY GROCERY,,,,,,,,,670375,DOHA,,42,QATAR,,,,,2,1,,,,,3,,,,,AYOOB,,Al Hilal,,,,,
07-2393,INDUSTRIAL GRACE,,,,,,,,,NULL,DOHA,,57,QATAR,,,,,1,1,,,,,3,,,,,KAMALUDDIN,,Industrial Area,,,,,
07-2408,JAMELLA JUICE STALL,,,,,,,,,NULL,DOHA,,2,QATAR,,,,,1,1,,,,,3,,,,,LATHIF,,Al Bidda,,,,,
07-2413,JARUL AL MANNAI,,,,,,,,,NULL,DOHA,,37,QATAR,,,,,1,1,,,,,3,,,,,MOIDU,,Fereej Bin Omran,,,,,
07-2416,JASSIM RESTAURANT,,,,,,,,,NULL,DOHA,,2,QATAR,,,,,1,1,,,,,3,,,,,MOHD,,Al Bidda,,,,,
07-2427,JULI YANA GROCERY,,,,,,,,,687763,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,AHMAD,,New Al Ghanim,,,,,
07-2519,MUBARAK & YOUSUF TRADING,,,,,,,,,807398,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,IBRAHIM,,New Al Rayyan,,,,,
07-2528,MUSALMANI COLD STORE,,,,,,,,,419323,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,RASHID,,Fereej Bin Mohamoud,,,,,
07-2543,NASEEMA STORES,,,,,,,,,NULL,DOHA,,52,QATAR,,,,,1,1,,,,,3,,,,,KAMAR,,Old Al Rayyan,,,,,
07-2546,NASHWAN GROCERY,,,,,,,,,NULL,DOHA,,56,QATAR,,,,,1,1,,,,,3,,,,,SAID MOHD,,Fereej Al Asiri,,,,,
07-2552,NAUF FAMILY GROCERY,,,,,,,,,356539,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,AHMAD,,WADISAIL,,,,,
07-2553,NEELOR SUPERMARKET,,,,,,,,,420802,DOHA,,26,QATAR,,,,,1,1,,,,,3,,,,,ISMAIL,,Najma,,,,,
07-2554,NEEM GROCERY,,,,,,,,,412158,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,HAMJA,,New Al Ghanim,,,,,
07-2579,PALACE SUPERMARKET II,,,,,,,,,43709,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,SOOPY,,Al Montazah,,,,,
07-2602,RAHEEB GROCERY,,,,,,,,,357091,DOHA,,14,QATAR,,,,,2,1,,,,,3,,,,,SHAJAHAN,,Fereej Abdel Aziz,,,,,
07-2619,ROLEX SUPERMARKET,,,,,,,,,417905,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,MOHD,,NEW DOHA,,,,,
07-2620,SAAD SUPERMARKET,,,,,,,,,809789,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,SHADAD,,MEAIZAR,,,,,
07-2621,SABAR GROCERY,,,,,,,,,673743,DOHA,,25,QATAR,,,,,1,1,,,,,3,,,,,HAMZA,,Al Mansoura,,,,,
07-2622,SABIR GROCERY,,,,,,,,,427792,DOHA,,38,QATAR,,,,,1,1,,,,,3,,,,,MOIDEEN,,Al Sadd,,,,,
07-2633,SAHAD GROCERY,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,MAHMOUD,,NEW DOHA,,,,,
07-2643,SALALA GROCERY,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,A. LATIF,,NEW DOHA,,,,,
07-2686,SPAIN SUPERMARKET,,,,,,,,,321695,DOHA,,5,QATAR,,,,,1,1,,,,,3,,,,,IBRAHIM,,Al Najada,,,,,
07-2689,SUDD GROCERY,,,,,,,,,417823,DOHA,,25,QATAR,,,,,2,1,,,,,3,,,,,MAJEED,,Al Mansoura,,,,,
07-2692,SULTAN BIN RASHID,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,MOHD,,Al Gharafa,,,,,
07-2694,SUNGOLD GROCERY,,,,,,,,,784230,DOHA,,71,QATAR,,,,,1,1,,,,,3,,,,,NOORUDIN,,Umm Salal Mohammed,,,,,
07-2701,TABSHIRA GROCERY,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,ABDULLAH,,New Al Ghanim,,,,,
07-2703,TANJA SUPERMARKET,,,,,,,,,413484,DOHA,,7,QATAR,,,,,1,1,,,,,3,,,,,ABDULLA,,Al Souq,,,,,
07-2706,THARIQ GROCERY,,,,,,,,,426792,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,FAZ AL ALI,,New Al Ghanim,,,,,
07-2846,FABEENA COLD STORE,,,,,,,,,NULL,DOHA,,,QATAR,,,,,1,1,,,,,3,,,,,,,,,,,,
07-2848,AL FARI,,,,,,,,,NULL,DOHA,,32,QATAR,,,,,1,1,,,,,3,,,,,,,Madinat Khalifa North,,,,,
07-2850,AL MUNEER SUPERMARKET,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-2854,AL ANAMA SUPERMARKET,,,,,,,,,NULL,DOHA,,27,QATAR,,,,,2,1,,,,,3,,,,,,,Umm Ghuwailina,,,,,
07-2855,TAHREER SUPERMARKET,,,,,,,,,814946,DOHA,,53,QATAR,,,,,1,1,,,,,3,,,,,JUMA,,New Al Rayyan,,,,,
07-2856,ABDALI SUPERMARKET,,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Montazah,,,,,
07-2867,ABEER GROCERY,,,,,,,,,363997,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,SATHYAN,,Al Montazah,,,,,
07-36452,WOQOD (QATAR FUEL),,,,,,,,,NULL,DOHA,,40,QATAR,,,,,2,1,,,,,3,,,,,,,New Salata,,,,,
07-17002,RAWABI HYPER MARKET,,,,,4463 9839,,21651,,4468 9892,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Murra,,,,,27363402363
07-1778,NEW STOP N SHOP,,,,,4431 1721,,44206,,4442 0938,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,27263400918
07-36453,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,46,QATAR,,,,,2,1,,,,,3,,,,,,,Al Thumama (Doha),,,,,
07-16024,JAWAER SUPER MARKET,,,,,5530 3451,,,,4468 5218,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-16025,AL WAKRAH BIG MART,,,,,4417 6063,,,,6644 7775,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-16026,WALNUT TRADING W.L.L,,,,,6653 7888,,,,4435 7888,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-16027,MONKI COOKIES,,,,,,,,,7700 0136,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,MUSLAL MOHD,,,,,
07-16028,TRANSID & GLADARI.COM,,,,,,,,,5583 1407,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,,,,,,
07-16029,SWEET GARDEN TRADING CO,,,,,,,,,7787 5484,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-1779,AL ABDULLAH TRADING&CONTRACTING EST.,,,,,44131396,,4920,,44131396,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,26863400721
07-1780,SEVEN DAYS HYPERMARKET,,,,,,,31276,,50277731,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,LUKHAIR,,,,,28363402786
07-16030,GREEN VILLAGE SHOPPING CENTRE,,,,,,,3924,,4414 6646,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-16031,MODEEMA HYPER MARKET,,,,,,,,,8063 6434,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,NEW DOHA,,,,,
07-1783,THE MILL BAKERY & TRADING WLL,,,,,4443 9260,,16280,,4436 6742,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,NEW SINAYA,,,,,25863400069
07-36464,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,69,QATAR,,,,,2,1,,,,,3,,,,,,,Lusail,,,,,
07-36465,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,RAWADAT AL HAMAMA EAST,,,,,
07-36466,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,33,QATAR,,,,,2,1,,,,,3,,,,,,,Al Markhiyah,,,,,
07-36467,WOQOD(QATAR FUEL),,,,,,,,,NULL,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Aziziya,,,,,
07-16044,REMASH S/M,,,,,,,987,,7030 3318,DOHA,,40,QATAR,,,,,2,1,,,,,3,,,,,,,New Salata,,,,,
07-16045,RIO MART,,,,,4460 2181,,,,3004 8912,DOHA,,30,QATAR,,,,,2,1,,,,,3,,,,,,,Duhail,,,,,
07-16046,NORMER MINI MART,,,,,6629 9264,,,,4037 3706,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Old Salata,,,,,
07-16047,BRADMA FOOD,,,,,7478 1865,,,,4451 6589,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-16048,AL FADHI S/M,,,,,5560 0151,,2414,,4469 0144,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-16049,AL FATIMIYA FOOD STUFF,,,,,CR NO:14650,,41178,,4469 6188,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-16050,FRESH S SUPERMARKET,,,,,CR NO:122105,,,,4458 4130,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Abu Hamour,,,,,
07-16051,MAJLIS SHOPPING CENTRE,,,,,4037 4383,,,,4037 4387,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharafa,,,,,
07-16052,AL WATHEED GROCERY,,,,,6613 9683,,10930,,4488 3524,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharafa,,,,,
07-16053,RAZEEM GROCERY,,,,,4487 7379,,,,4487 7379,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharafa,,,,,
07-16054,FASEELA SUPER MARKET,,,,,,,,,6620 2589,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharafa,,,,,
07-16055,NEW TALAL TRADING,,,,,6652 0061,,37950,,4449 3131,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-16056,GALAXY FOOD CENTRE,,,,,5531 9181,,,,4486 5574,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-16057,AWATEF ALI TRAD CONT CO WLL,,,,,,,,,7471 8736,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-16058,EXCELLENT FOOD STUFF TRADING WLL,,,,,,,9044,,7737 3830,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sailiya,,,,,
07-16059,ASHRAF VANSALE,,,,,,,,,NULL,DOHA,,56,QATAR,,,,,2,1,,,,,3,,,,,,,Ain Khaled,,,,,
07-16060,SKY NET-VAN SALE,,,,,,,,,5590 6570,DOHA,,55,QATAR,,,,,2,1,,,,,3,,,,,,,Al Aziziya,,,,,
07-16061,TALY S/M,,,,,,,,,4431 8973,DOHA,,39,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-16062,FOOD CITY-AL NASSER,,,,,,,,,5094 4310,DOHA,,39,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Nasr,,,,,
07-16063,FOOD CITY-AL SAAD,,,,,,,,,4427 9339,DOHA,,38,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sadd,,,,,
07-16067,MARGIN FREE,,,,,,,,,3064 4756,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16068,MR FOOD,,,,,,,,,3328 1154,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16069,KHALIL SMOOKING,,,,,,,,,3335 9666,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Gharafa,,,,,
07-16070,PURPLE,,,,,,,,,7476 0500,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16071,FRESH EXPRESS,,,,,,,,,3046 3811,DOHA,,80,QATAR,,,,,2,1,,,,,3,,,,,,,Al Shahaniya,,,,,
07-16072,FAMILY SHOPPING,,,,,,,,,5578 0722,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,MADENATH MAWATI,,,,,
07-16074,JALEEL VAN SALE,,,,,,,,,7766 2728,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Old Salata,,,,,
07-16076,Q STAR,,,,,,,,,7449 8457,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,,,Najma,,,,,
07-16079,GREEN CITY SUPERMARKET,,,,,,,,,4486 0411,DOHA,,37,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Bin Omran,,,,,
07-16080,UNIQUE FOOD CENTRE,,,,,7740 2500,,,,4432 5628,DOHA,,6,QATAR,,,,,2,1,,,,,3,,,,,,,Old Al Ghanim,,,,,
07-16082,DOHA BAZAAR,,,,,,,,,6626 7519,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Old Salata,,,,,
07-16085,ALREF SUPER MARKET,,,,,3123 7899,,33107,,4435 0510,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,,,Najma,,,,,
07-16086,Q STAR GROCERY,,,,,7449 8457,,,,4485 0604,DOHA,,26,QATAR,,,,,2,1,,,,,3,,,,,,,Najma,,,,,
07-16087,ALWASMI MINI MART,,,,,,,,,5031 9085,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-16088,AL HAMIDI SUPER MARKET,,,,,3017 6569,,60435,,4472 0702,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-16090,ROSEBERRY,,,,,,,,,7445 7449,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-16091,ZUBARA SHOPPING CENTRE,,,,,5042 2217,,,,4490 1174,DOHA,,78,QATAR,,,,,2,1,,,,,3,,,,,,,Al Zubara,,,,,
07-16092,HIGHLAND SUPER MARKET,,,,,,,,,4496 1174,DOHA,,74,QATAR,,,,,2,1,,,,,3,,,,,,,Al Khor,,,,,
07-16093,TEA TIME SUPER MARKET,,,,,,,,,3040 1293,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Shabiyat Khalifa,,,,,
07-16094,FOOD CITY MINI MART-2,,,,,,,17202,,3043 1414,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
07-16095,AL AKIR SWEETS,,,,,,,,,5054 8314,DOHA,,57,QATAR,,,,,2,1,,,,,3,,,,,,,Industrial Area,,,,,
07-16096,ILIAS VAN SALESMAN,,,,,,,,,3120 5709,DOHA,,38,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sadd,,,,,
07-16097,AMANA PURE GOLD,,,,,,,,,5032 3435,DOHA,,38,QATAR,,,,,2,1,,,,,3,,,,,,,Al Sadd,,,,,
07-16098,VILLAGE MINI MARKET,,,,,,,,,3357 3337,DOHA,,90,QATAR,,,,,2,1,,,,,3,,,,,,,Al Wakrah,,,,,
07-16099,NANA GROCERY,,,,,,,16975,,5508 2174,DOHA,,42,QATAR,,,,,2,1,,,,,3,,,,,,,Al Hilal,,,,,
07-16100,COSMOS EXPRESS STORE,,,,,3033 3742,,16260,,4029 4891,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Montazah,,,,,
07-16101,AL HOFUF,,,,,6675 0051,,,,4480 5651,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Al Mziziya,,,,,
07-16102,MY HOME SUPER MARKET,,,,,4468 8030,,,,4468 5568,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,
07-16103,STAR OF RAYYAN GROCERY,,,,,6696 5016,,,,4480 1446,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,
07-16104,AL REMATHI SUPER MARKET,,,,,5004 6010,,63214,,7039 2005,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,New Al Rayyan,,,,,
07-16105,SULITHENEE GROCERY,,,,,5516 3570,,,,4468 6109,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,
07-16106,AL KAWSAR FOOD STUFF,,,,,6617 9220,,16668,,4482 1387,DOHA,,53,QATAR,,,,,2,1,,,,,3,,,,,,,Muaither,,,,,
07-16107,ABDUL HUSSAIN MOHD KHOORY STORE,,,,,5541 3592,,175,,4437 494,DOHA,,5,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-16108,AL ALIF AAG GROCERY,,,,,3081 1556,,33051,,5086 2876,DOHA,,5,QATAR,,,,,2,1,,,,,3,,,,,,,Fereej Al Asmakh,,,,,
07-16110,RAYDAN HYPER MARKET,,,,,3008 5585,,,,4486 6755,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,Old Salata,,,,,
07-16111,KHALIL TURBO TRADING,,,,,,,,,6603 4569,DOHA,,66,QATAR,,,,,2,1,,,,,3,,,,,,,The Pearl,,,,,
07-16112,D FOOD,,,,,3397 1210,,,,4432 4558,DOHA,,6,QATAR,,,,,2,1,,,,,3,,,,,,,Old Al Ghanim,,,,,
07-16113,METRO MART,,,,,,,,,6676 8398,DOHA,,63,QATAR,,,,,2,1,,,,,3,,,,,,,Onaiza,,,,,
07-1784,VILLAGE MARKET TRADING,,,,,4443 9260,,14538,,4436 6742,DOHA,,,QATAR,,,,,2,1,,,,,3,,,,,,,AL RAWABI STREET,,,,,25863400069
07-16133,RED CREAM,,,,,,,,,3365 7008,DOHA,,71,QATAR,,,,,2,1,,,,,3,,,,,,,Al Kharaitiyat,,,,,
